site_id,filename,source_url,provenance_status,deploy_safe,optimized,notes
02,slab-bianco.*,https://images.unsplash.com/photo-1694378060976-66ee61c4f427,LICENSED,YES,YES,"Unsplash License (commercial use, no attribution required). Role: slab. Material/atmosphere reference only — never presented as this business's own work. Replace with owner-supplied originals if the business becomes a client."
02,slab-alabaster.*,https://images.unsplash.com/photo-1623197532650-bacb8a68914e,LICENSED,YES,YES,"Unsplash License (commercial use, no attribution required). Role: slab. Material/atmosphere reference only — never presented as this business's own work. Replace with owner-supplied originals if the business becomes a client."
02,slab-peach-travertine.*,https://images.unsplash.com/photo-1558066858-246fbbf9446f,LICENSED,YES,YES,"Unsplash License (commercial use, no attribution required). Role: slab. Material/atmosphere reference only — never presented as this business's own work. Replace with owner-supplied originals if the business becomes a client."
02,slab-sandstorm.*,https://images.unsplash.com/photo-1733085097228-548654f926c1,LICENSED,YES,YES,"Unsplash License (commercial use, no attribution required). Role: slab. Material/atmosphere reference only — never presented as this business's own work. Replace with owner-supplied originals if the business becomes a client."
02,slab-steel-wave.*,https://images.unsplash.com/photo-1649602525817-bd46677c117b,LICENSED,YES,YES,"Unsplash License (commercial use, no attribution required). Role: slab. Material/atmosphere reference only — never presented as this business's own work. Replace with owner-supplied originals if the business becomes a client."
02,slab-verde-scuro.*,https://images.unsplash.com/photo-1694381873603-a91836993910,LICENSED,YES,YES,"Unsplash License (commercial use, no attribution required). Role: slab. Material/atmosphere reference only — never presented as this business's own work. Replace with owner-supplied originals if the business becomes a client."
02,slab-salt-pepper.*,https://images.unsplash.com/photo-1733085097233-66441dedba94,LICENSED,YES,YES,"Unsplash License (commercial use, no attribution required). Role: slab. Material/atmosphere reference only — never presented as this business's own work. Replace with owner-supplied originals if the business becomes a client."
02,slab-cream-travertine.*,https://images.unsplash.com/photo-1603323978104-4c1c0d1bfc72,LICENSED,YES,YES,"Unsplash License (commercial use, no attribution required). Role: slab. Material/atmosphere reference only — never presented as this business's own work. Replace with owner-supplied originals if the business becomes a client."
02,slab-calacatta-gold.*,https://images.unsplash.com/photo-1584354273341-3eb96574e5be,LICENSED,YES,YES,"Unsplash License (commercial use, no attribution required). Role: slab. Material/atmosphere reference only — never presented as this business's own work. Replace with owner-supplied originals if the business becomes a client."
02,slab-rosa-dune.*,https://images.unsplash.com/photo-1600095355173-b970ea5ceb46,LICENSED,YES,YES,"Unsplash License (commercial use, no attribution required). Role: slab. Material/atmosphere reference only — never presented as this business's own work. Replace with owner-supplied originals if the business becomes a client."
02,slab-forest.*,https://images.unsplash.com/photo-1694381873620-4bf6396eccce,LICENSED,YES,YES,"Unsplash License (commercial use, no attribution required). Role: slab. Material/atmosphere reference only — never presented as this business's own work. Replace with owner-supplied originals if the business becomes a client."
02,slab-statuario.*,https://images.unsplash.com/photo-1551554781-c46200ea959d,LICENSED,YES,YES,"Unsplash License (commercial use, no attribution required). Role: slab. Material/atmosphere reference only — never presented as this business's own work. Replace with owner-supplied originals if the business becomes a client."
03,hero-room.*,https://images.unsplash.com/photo-1560185008-b033106af5c3,LICENSED,YES,YES,"Unsplash License (commercial use, no attribution required). Role: hero. Material/atmosphere reference only — never presented as this business's own work. Replace with owner-supplied originals if the business becomes a client."
03,room-dining.*,https://images.unsplash.com/photo-1770751188038-2e66bf63561d,LICENSED,YES,YES,"Unsplash License (commercial use, no attribution required). Role: room. Material/atmosphere reference only — never presented as this business's own work. Replace with owner-supplied originals if the business becomes a client."
03,room-living.*,https://images.unsplash.com/photo-1560449752-3fd4bdbe7df0,LICENSED,YES,YES,"Unsplash License (commercial use, no attribution required). Role: room. Material/atmosphere reference only — never presented as this business's own work. Replace with owner-supplied originals if the business becomes a client."
03,room-fireplace.*,https://images.unsplash.com/photo-1560184897-1ee3713708ee,LICENSED,YES,YES,"Unsplash License (commercial use, no attribution required). Role: room. Material/atmosphere reference only — never presented as this business's own work. Replace with owner-supplied originals if the business becomes a client."
03,room-empty-light.*,https://images.unsplash.com/photo-1783125126960-1af242a2931c,LICENSED,YES,YES,"Unsplash License (commercial use, no attribution required). Role: room. Material/atmosphere reference only — never presented as this business's own work. Replace with owner-supplied originals if the business becomes a client."
03,room-empty-grey.*,https://images.unsplash.com/photo-1782353863064-838f7200ba61,LICENSED,YES,YES,"Unsplash License (commercial use, no attribution required). Role: room. Material/atmosphere reference only — never presented as this business's own work. Replace with owner-supplied originals if the business becomes a client."
03,room-empty-bright.*,https://images.unsplash.com/photo-1783125126731-b0999cb19aa4,LICENSED,YES,YES,"Unsplash License (commercial use, no attribution required). Role: room. Material/atmosphere reference only — never presented as this business's own work. Replace with owner-supplied originals if the business becomes a client."
03,species-white-oak.*,https://images.unsplash.com/photo-1611072337226-1140ab367200,LICENSED,YES,YES,"Unsplash License (commercial use, no attribution required). Role: species. Material/atmosphere reference only — never presented as this business's own work. Replace with owner-supplied originals if the business becomes a client."
03,species-red-oak.*,https://images.unsplash.com/photo-1605367615038-4e3f139fa991,LICENSED,YES,YES,"Unsplash License (commercial use, no attribution required). Role: species. Material/atmosphere reference only — never presented as this business's own work. Replace with owner-supplied originals if the business becomes a client."
03,species-weathered.*,https://images.unsplash.com/photo-1625496235025-d783abf061c8,LICENSED,YES,YES,"Unsplash License (commercial use, no attribution required). Role: species. Material/atmosphere reference only — never presented as this business's own work. Replace with owner-supplied originals if the business becomes a client."
03,species-rustic.*,https://images.unsplash.com/photo-1611600700192-d87eaeed4f81,LICENSED,YES,YES,"Unsplash License (commercial use, no attribution required). Role: species. Material/atmosphere reference only — never presented as this business's own work. Replace with owner-supplied originals if the business becomes a client."
03,species-hickory.*,https://images.unsplash.com/photo-1564512533667-015a90133f04,LICENSED,YES,YES,"Unsplash License (commercial use, no attribution required). Role: species. Material/atmosphere reference only — never presented as this business's own work. Replace with owner-supplied originals if the business becomes a client."
03,species-espresso.*,https://images.unsplash.com/photo-1525947088131-b701cd0f6dc3,LICENSED,YES,YES,"Unsplash License (commercial use, no attribution required). Role: species. Material/atmosphere reference only — never presented as this business's own work. Replace with owner-supplied originals if the business becomes a client."
03,compare-carpet.*,https://images.unsplash.com/photo-1545078194-2ec3c4e53ed1,LICENSED,YES,YES,"Unsplash License (commercial use, no attribution required). Role: compare. Material/atmosphere reference only — never presented as this business's own work. Replace with owner-supplied originals if the business becomes a client."
03,compare-carpet-grey.*,https://images.unsplash.com/photo-1699245111017-658557db0abb,LICENSED,YES,YES,"Unsplash License (commercial use, no attribution required). Role: compare. Material/atmosphere reference only — never presented as this business's own work. Replace with owner-supplied originals if the business becomes a client."
04,hero-paint.*,https://images.unsplash.com/photo-1779048611509-e1bd641a8d7a,LICENSED,YES,YES,"Unsplash License (commercial use, no attribution required). Role: hero. Material/atmosphere reference only — never presented as this business's own work. Replace with owner-supplied originals if the business becomes a client."
04,paint-reflection.*,https://images.unsplash.com/photo-1780568239721-9922fabf2fed,LICENSED,YES,YES,"Unsplash License (commercial use, no attribution required). Role: feature. Material/atmosphere reference only — never presented as this business's own work. Replace with owner-supplied originals if the business becomes a client."
04,paint-handle.*,https://images.unsplash.com/photo-1645534685131-9917f79bb1e8,LICENSED,YES,YES,"Unsplash License (commercial use, no attribution required). Role: detail. Material/atmosphere reference only — never presented as this business's own work. Replace with owner-supplied originals if the business becomes a client."
04,paint-scoop.*,https://images.unsplash.com/photo-1779174669110-307d718ba066,LICENSED,YES,YES,"Unsplash License (commercial use, no attribution required). Role: detail. Material/atmosphere reference only — never presented as this business's own work. Replace with owner-supplied originals if the business becomes a client."
04,paint-macro.*,https://images.unsplash.com/photo-1567410508636-da81b03875a7,LICENSED,YES,YES,"Unsplash License (commercial use, no attribution required). Role: detail. Material/atmosphere reference only — never presented as this business's own work. Replace with owner-supplied originals if the business becomes a client."
04,paint-front.*,https://images.unsplash.com/photo-1673473300808-d85ecd5e8414,LICENSED,YES,YES,"Unsplash License (commercial use, no attribution required). Role: detail. Material/atmosphere reference only — never presented as this business's own work. Replace with owner-supplied originals if the business becomes a client."
05,hero-colour.*,https://images.unsplash.com/photo-1638064432648-bc2f9a91b06b,LICENSED,YES,YES,"Unsplash License (commercial use, no attribution required). Role: hero. Material/atmosphere reference only — never presented as this business's own work. Replace with owner-supplied originals if the business becomes a client."
05,work-blonde.*,https://images.unsplash.com/photo-1605980766335-d3a41c7332a1,LICENSED,YES,YES,"Unsplash License (commercial use, no attribution required). Role: work. Material/atmosphere reference only — never presented as this business's own work. Replace with owner-supplied originals if the business becomes a client."
05,work-silver.*,https://images.unsplash.com/photo-1605980625600-88b46abafa8d,LICENSED,YES,YES,"Unsplash License (commercial use, no attribution required). Role: work. Material/atmosphere reference only — never presented as this business's own work. Replace with owner-supplied originals if the business becomes a client."
05,work-brunette.*,https://images.unsplash.com/photo-1554519880-ffe46861d570,LICENSED,YES,YES,"Unsplash License (commercial use, no attribution required). Role: work. Material/atmosphere reference only — never presented as this business's own work. Replace with owner-supplied originals if the business becomes a client."
05,flatlay.*,https://images.unsplash.com/photo-1731454141650-0c046128413e,LICENSED,YES,YES,"Unsplash License (commercial use, no attribution required). Role: detail. Material/atmosphere reference only — never presented as this business's own work. Replace with owner-supplied originals if the business becomes a client."
05,salon.*,https://images.unsplash.com/photo-1695527081848-1e46c06e6458,LICENSED,YES,YES,"Unsplash License (commercial use, no attribution required). Role: context. Material/atmosphere reference only — never presented as this business's own work. Replace with owner-supplied originals if the business becomes a client."
06,hero-shop.*,https://images.unsplash.com/photo-1776850476481-2bccba2e35c7,LICENSED,YES,YES,"Unsplash License (commercial use, no attribution required). Role: hero. Material/atmosphere reference only — never presented as this business's own work. Replace with owner-supplied originals if the business becomes a client."
06,shop-bright.*,https://images.unsplash.com/photo-1626383137804-ff908d2753a2,LICENSED,YES,YES,"Unsplash License (commercial use, no attribution required). Role: context. Material/atmosphere reference only — never presented as this business's own work. Replace with owner-supplied originals if the business becomes a client."
06,cut-clipper.*,https://images.unsplash.com/photo-1593702275687-f8b402bf1fb5,LICENSED,YES,YES,"Unsplash License (commercial use, no attribution required). Role: service. Material/atmosphere reference only — never presented as this business's own work. Replace with owner-supplied originals if the business becomes a client."
06,shop-reception.*,https://images.unsplash.com/photo-1746723378067-83a345ff3160,LICENSED,YES,YES,"Unsplash License (commercial use, no attribution required). Role: context. Material/atmosphere reference only — never presented as this business's own work. Replace with owner-supplied originals if the business becomes a client."
06,cut-scissor.*,https://images.unsplash.com/photo-1647140655214-e4a2d914971f,LICENSED,YES,YES,"Unsplash License (commercial use, no attribution required). Role: service. Material/atmosphere reference only — never presented as this business's own work. Replace with owner-supplied originals if the business becomes a client."
06,cut-short.*,https://images.unsplash.com/photo-1648221122323-572c13a31663,LICENSED,YES,YES,"Unsplash License (commercial use, no attribution required). Role: service. Material/atmosphere reference only — never presented as this business's own work. Replace with owner-supplied originals if the business becomes a client."
07,hero-barber.*,https://images.unsplash.com/photo-1635273051937-a0ddef9573b6,LICENSED,YES,YES,"Unsplash License (commercial use, no attribution required). Role: hero. Material/atmosphere reference only — never presented as this business's own work. Replace with owner-supplied originals if the business becomes a client."
07,shop-row.*,https://images.unsplash.com/photo-1781455793310-8427c96454c7,LICENSED,YES,YES,"Unsplash License (commercial use, no attribution required). Role: context. Material/atmosphere reference only — never presented as this business's own work. Replace with owner-supplied originals if the business becomes a client."
07,cut-detail.*,https://images.unsplash.com/photo-1672642150228-3fcd5826ec26,LICENSED,YES,YES,"Unsplash License (commercial use, no attribution required). Role: service. Material/atmosphere reference only — never presented as this business's own work. Replace with owner-supplied originals if the business becomes a client."
07,cut-comb.*,https://images.unsplash.com/photo-1657105052497-f996284ffff8,LICENSED,YES,YES,"Unsplash License (commercial use, no attribution required). Role: service. Material/atmosphere reference only — never presented as this business's own work. Replace with owner-supplied originals if the business becomes a client."
07,cut-close.*,https://images.unsplash.com/photo-1635273051839-003bf06a8751,LICENSED,YES,YES,"Unsplash License (commercial use, no attribution required). Role: service. Material/atmosphere reference only — never presented as this business's own work. Replace with owner-supplied originals if the business becomes a client."
07,shop-sweep.*,https://images.unsplash.com/photo-1786057424913-6954b0f424af,LICENSED,YES,YES,"Unsplash License (commercial use, no attribution required). Role: context. Material/atmosphere reference only — never presented as this business's own work. Replace with owner-supplied originals if the business becomes a client."
08,hero-salon.*,https://images.unsplash.com/photo-1781450090585-1a511b7066d9,LICENSED,YES,YES,"Unsplash License (commercial use, no attribution required). Role: hero. Material/atmosphere reference only — never presented as this business's own work. Replace with owner-supplied originals if the business becomes a client."
08,salon-mirror.*,https://images.unsplash.com/photo-1626379501846-0df4067b8bb9,LICENSED,YES,YES,"Unsplash License (commercial use, no attribution required). Role: context. Material/atmosphere reference only — never presented as this business's own work. Replace with owner-supplied originals if the business becomes a client."
08,look-pearl.*,https://images.unsplash.com/photo-1767442989822-1f8efcfefc15,LICENSED,YES,YES,"Unsplash License (commercial use, no attribution required). Role: look. Material/atmosphere reference only — never presented as this business's own work. Replace with owner-supplied originals if the business becomes a client."
08,look-curls.*,https://images.unsplash.com/photo-1784630433711-530e3556c6e2,LICENSED,YES,YES,"Unsplash License (commercial use, no attribution required). Role: look. Material/atmosphere reference only — never presented as this business's own work. Replace with owner-supplied originals if the business becomes a client."
08,look-long.*,https://images.unsplash.com/photo-1762342019448-5b7721c89b1d,LICENSED,YES,YES,"Unsplash License (commercial use, no attribution required). Role: look. Material/atmosphere reference only — never presented as this business's own work. Replace with owner-supplied originals if the business becomes a client."
08,look-braid.*,https://images.unsplash.com/photo-1777979513824-ef281e350cb3,LICENSED,YES,YES,"Unsplash License (commercial use, no attribution required). Role: look. Material/atmosphere reference only — never presented as this business's own work. Replace with owner-supplied originals if the business becomes a client."
08,look-beard.*,https://images.unsplash.com/photo-1630827020718-3433092696e7,LICENSED,YES,YES,"Unsplash License (commercial use, no attribution required). Role: look. Material/atmosphere reference only — never presented as this business's own work. Replace with owner-supplied originals if the business becomes a client."
08,look-shave.*,https://images.unsplash.com/photo-1532710093739-9470acff878f,LICENSED,YES,YES,"Unsplash License (commercial use, no attribution required). Role: look. Material/atmosphere reference only — never presented as this business's own work. Replace with owner-supplied originals if the business becomes a client."
09,art-abstract.*,https://images.unsplash.com/photo-1571290274554-6a2eaa771e5f,LICENSED,YES,YES,"Unsplash License (commercial use, no attribution required). Role: hero. Material/atmosphere reference only — never presented as this business's own work. Replace with owner-supplied originals if the business becomes a client."
09,art-navy-gold.*,https://images.unsplash.com/photo-1754799670312-8e7da8e40ad7,LICENSED,YES,YES,"Unsplash License (commercial use, no attribution required). Role: art. Material/atmosphere reference only — never presented as this business's own work. Replace with owner-supplied originals if the business becomes a client."
09,art-winter.*,https://images.unsplash.com/photo-1735236007245-9dc6e28bbe56,LICENSED,YES,YES,"Unsplash License (commercial use, no attribution required). Role: art. Material/atmosphere reference only — never presented as this business's own work. Replace with owner-supplied originals if the business becomes a client."
09,art-web.*,https://images.unsplash.com/photo-1572814601679-4ef8f7b5ebd1,LICENSED,YES,YES,"Unsplash License (commercial use, no attribution required). Role: art. Material/atmosphere reference only — never presented as this business's own work. Replace with owner-supplied originals if the business becomes a client."
09,art-chrome.*,https://images.unsplash.com/photo-1604654894611-6973b376cbde,LICENSED,YES,YES,"Unsplash License (commercial use, no attribution required). Role: art. Material/atmosphere reference only — never presented as this business's own work. Replace with owner-supplied originals if the business becomes a client."
09,art-onyx.*,https://images.unsplash.com/photo-1604654894610-df63bc536371,LICENSED,YES,YES,"Unsplash License (commercial use, no attribution required). Role: art. Material/atmosphere reference only — never presented as this business's own work. Replace with owner-supplied originals if the business becomes a client."
09,art-long.*,https://images.unsplash.com/photo-1720343409646-960f6dcccae3,LICENSED,YES,YES,"Unsplash License (commercial use, no attribution required). Role: art. Material/atmosphere reference only — never presented as this business's own work. Replace with owner-supplied originals if the business becomes a client."
09,art-red.*,https://images.unsplash.com/photo-1519014816548-bf5fe059798b,LICENSED,YES,YES,"Unsplash License (commercial use, no attribution required). Role: art. Material/atmosphere reference only — never presented as this business's own work. Replace with owner-supplied originals if the business becomes a client."
10,hero-gentle.*,https://images.unsplash.com/photo-1757689314932-bec6e9c39e51,LICENSED,YES,YES,"Unsplash License (commercial use, no attribution required). Role: hero. Material/atmosphere reference only — never presented as this business's own work. Replace with owner-supplied originals if the business becomes a client."
10,set-soft.*,https://images.unsplash.com/photo-1772322586785-3a34772cbc61,LICENSED,YES,YES,"Unsplash License (commercial use, no attribution required). Role: work. Material/atmosphere reference only — never presented as this business's own work. Replace with owner-supplied originals if the business becomes a client."
10,set-nude.*,https://images.unsplash.com/photo-1588015810531-dd522c9c8bbb,LICENSED,YES,YES,"Unsplash License (commercial use, no attribution required). Role: work. Material/atmosphere reference only — never presented as this business's own work. Replace with owner-supplied originals if the business becomes a client."
10,care-polish.*,https://images.unsplash.com/photo-1690749138086-7422f71dc159,LICENSED,YES,YES,"Unsplash License (commercial use, no attribution required). Role: care. Material/atmosphere reference only — never presented as this business's own work. Replace with owner-supplied originals if the business becomes a client."
10,care-feet.*,https://images.unsplash.com/photo-1633526543913-d30e3c230d1f,LICENSED,YES,YES,"Unsplash License (commercial use, no attribution required). Role: care. Material/atmosphere reference only — never presented as this business's own work. Replace with owner-supplied originals if the business becomes a client."
10,care-hands.*,https://images.unsplash.com/photo-1712638932314-e2b185ca0930,LICENSED,YES,YES,"Unsplash License (commercial use, no attribution required). Role: care. Material/atmosphere reference only — never presented as this business's own work. Replace with owner-supplied originals if the business becomes a client."
10,amb-towel.*,https://images.unsplash.com/photo-1775642545871-ba7503fec638,LICENSED,YES,YES,"Unsplash License (commercial use, no attribution required). Role: ambient. Material/atmosphere reference only — never presented as this business's own work. Replace with owner-supplied originals if the business becomes a client."
